date,VIS@KAU.Q,VISUS@KAU.Q,VISUSW@KAU.Q,VISUSE@KAU.Q,VISJP@KAU.Q,VISRES@KAU.Q,VLOS@KAU.Q,VDAY@KAU.Q,PRM@KAU.Q,OCUP%@KAU.Q,VEXP@KAU.Q
1989-01-01,,,,,,,,,89.3943629505237,73.29559054992289,
1989-04-01,,,,,,,,,92.199627456566,69.47434882245597,
1989-07-01,,,,,,,,,93.94913546814837,71.70623232478725,
1989-10-01,,,,,,,,,92.98687412476197,69.89049496950058,
1990-01-01,304.36623192974696,248.1097307210927,,,,,,,93.36326196958771,69.42443922558532,
1990-04-01,309.82569631625745,257.03620714653687,,,,,,,90.66280886564391,68.09658143496931,
1990-07-01,309.3269872140054,249.72919652664407,,,,,,,91.09465853747461,66.97696637928946,
1990-10-01,305.3306278726876,237.14846560572641,,,,,,,92.98593729396039,64.53534629348927,
1991-01-01,270.2153190140348,221.18345180592792,,,22.33813690652607,26.69373030158082,,,92.47907184737988,54.810620352122776,
1991-04-01,305.3987352792519,248.96199615167487,,,23.823894183640235,32.61284494393685,,,93.64916035563931,62.99276830602853,
1991-07-01,316.2446605405121,259.9426253902069,,,32.43849239087221,23.86354275943296,,,97.48914114494865,65.88864193529717,
1991-10-01,290.4676158546695,230.8576266521904,,,28.549476518961455,31.0605126835176,,,99.97929331869882,62.74130273988493,
1992-01-01,271.5116871520724,201.9979899563285,,,27.615316210874,41.898380984869895,5.1039924825323615,1385.7936101438559,103.45496725862812,61.569012703690454,
1992-04-01,244.81625202861775,182.43546150800935,,,26.4816501848817,35.899140335726685,4.455455116504779,1090.7678227044285,92.75712518009816,64.7056232936638,
1992-07-01,198.49746919981607,146.2370505872276,,,26.810917432947093,25.449501179641402,7.096526078646658,1408.6424667218564,82.93958941444242,71.79940547810365,
1992-10-01,166.90493445720995,119.97389794843463,,,28.712116171297218,18.218920337478096,6.9341356634759785,1157.3414584298603,70.90498481349809,80.42595852454208,
1993-01-01,122.50924365269199,85.445780298842,,,23.970182411919325,13.093280941930681,5.388064025861044,660.0876485605152,57.53257412723048,75.94039551109073,
1993-04-01,125.65714735328123,83.65314789983813,,,22.183892611453732,19.820106841989364,5.038568799899708,633.132182138643,61.82376733479567,74.45819132916739,
1993-07-01,151.1846560032084,99.75807708160815,,,19.208699238917195,32.21787968268306,5.052482137423427,763.8577739087159,67.8141689019432,69.22547308901059,
1993-10-01,177.01465296009843,122.44079471971166,,,19.357225737709744,35.21663250267703,5.187705978211443,918.2999733921265,76.08615630269732,70.64260673739794,
1994-01-01,208.91815384830824,153.4492854793415,,,18.269544605645482,37.199323763321246,5.420382491574782,1132.4163032914967,91.86950611089689,77.34371341468697,
1994-04-01,212.86824666254,158.09729259056684,,,20.948966876119265,33.82198719585386,5.560802305386484,1183.7182367846312,105.67991033688487,77.691383716607,
1994-07-01,215.12365768943386,162.06119883697122,,,25.707665769955806,27.354793082506827,5.735890142104183,1233.9256674742185,116.69874264444513,76.2922518657539,
1994-10-01,223.80869275549998,171.83842309312033,,,25.193822748279462,26.776446914100212,5.721933409658344,1280.6184364496546,122.1418409077731,72.6393176696187,
1995-01-01,222.57246708116492,172.53726887261166,,,24.57560780574852,25.459590402804743,5.617502922406163,1250.3014842755933,122.48247928556937,65.62302051887843,
1995-04-01,227.29860234293466,167.51694360796344,,,26.685039020277205,33.09661971469403,5.6764659932408215,1290.252786510837,127.65238150784535,62.39822926967617,
1995-07-01,237.90006222748823,174.60204988996912,,,23.207058143956345,40.09095419356278,5.592012892261789,1330.340215045996,124.40337368760437,63.644910227850836,
1995-10-01,241.3789488066707,177.81863762945585,,,21.05229503001792,42.50801614719694,5.564297710333117,1343.1043321675725,125.4250988523142,65.00050665026123,
1996-01-01,241.71759586322406,183.30366078372342,,,21.80923321549639,36.60470186400424,5.539195517162882,1338.92102342496,123.44898975672129,66.94057593044693,
1996-04-01,248.64992313438105,187.05045181488012,,,24.842791261944612,36.75668005755634,5.559222224036658,1382.300178693658,123.79768236989806,66.52174670724891,
1996-07-01,244.86502819315092,184.69080543017117,,,27.359708321652086,32.814514441327674,5.662037263851083,1386.4349142435665,126.60097557466484,64.69361505398355,
1996-10-01,240.20379806768727,174.96058197122534,,,27.68826720090692,37.55494889555504,5.718316499103645,1373.5613416378164,130.42235229871582,63.21072897498728,
1997-01-01,248.48444202590605,179.48755719608198,,,23.899967244267245,45.096917585556824,5.762822815269387,1431.9718117463747,134.40508233417575,66.17693505034269,
1997-04-01,246.5827909375784,181.99419687450387,,,23.928402172180647,40.6601918908939,6.085058032037336,1500.4705925568949,135.73780528760216,67.6231423113402,
1997-07-01,248.3180904525642,181.72387770373143,,,23.309828642306776,43.28438410652599,6.0866767999536195,1511.431960166407,135.43725260295625,66.95717209205208,
1997-10-01,253.7013956123891,189.2378682256827,,,27.191801941245338,37.271725445461115,5.884992090510259,1493.030706530324,133.3031931085993,67.14275054626505,
